1.97376	1.52422	1.19099	1.73505	1.34579	1.81476	-1.10147	-1.32607	-0.955232	-0.75061	-0.976263	-1.12507	-1.0529	-0.914513	-1.16726	-1.1114	1.47719	0.374249	0.719731	1.16642	1.13741	1.41276	1.43695	1.92222	1.07012	1.1005	0.773251	1.39113	1.22942	1.68836	0.992889	1.20797	0.239227	1.04152	0.910173	0.956868	0.929041	1.06132	1.30168	0.483705	1.61699	0.935359	0.84969	0.74049
-2.15559	-1.45181	-0.999079	-1.49838	-1.33182	-1.78826	-0.46725	-0.406584	-0.700048	-1.12738	-0.650544	-0.445049	-0.49495	-0.58975	-0.56829	-0.189966	-1.42657	-1.79771	-0.873209	-1.04133	-1.55864	-0.967991	-1.19656	-1.32924	-0.990837	-1.25106	-0.658958	-2.8528	-1.41686	-1.83371	-0.999224	-0.894424	-0.829619	-0.737174	-1.25699	-1.40903	-0.906739	-2.15811	-1.23001	-0.851496	-1.99863	-0.617053	-0.515956	-6.74229
2.58126	1.63561	1.58351	2.00291	1.17897	2.00606	0.411777	0.564798	0.587181	0.59494	0.63214	0.562167	0.374984	0.488442	0.448735	0.513089	1.58992	1.27079	6.83839	1.46285	1.36073	1.36627	1.45438	2.00124	1.40994	1.27237	0.713818	1.70027	1.72695	2.31955	1.09088	1.12308	0.997529	0.853944	1.64609	1.94081	0.898571	1.12907	0.996254	1.09586	1.99183	0.92892	0.866657	1.18562
-3.89857	-2.79173	-2.7144	-3.52413	-2.82353	-3.66596	-0.76071	-0.840479	-1.40427	-2.04435	-1.28703	-0.95713	-0.743863	-0.935515	-0.845722	-0.619949	-2.85687	-1.75178	-3.11244	-2.84791	-2.77777	-2.82212	-3.19039	-4.01673	-3.14478	-3.12827	-1.61006	-3.50363	-4.21089	-3.5167	-2.13214	-2.16449	-1.77945	-1.82408	-2.80068	-3.40217	-1.96193	-2.44979	-2.34277	-2.64229	-4.07413	-1.82501	-1.82767	-3.01029
-1.00929	-0.641138	-0.665602	-0.95831	-0.484207	-1.11819	-2.94424	-3.4386	-3.22266	-3.27483	-3.32293	-3.33601	-2.57829	-2.44474	-3.1223	-2.90418	-0.740628	-0.51044	-0.702091	-0.81347	-0.590168	-0.718577	-0.646299	-0.953559	-0.96762	-0.755993	-0.393493	-1.00938	-1.17825	-1.56343	-0.623914	-0.576917	-1.28993	-0.602604	-0.922983	-1.11415	-0.264007	-0.565231	-0.449838	-0.880633	-1.26835	-0.54042	-0.451737	-0.561915
1.91873	1.42207	1.46198	1.59599	1.16817	1.75805	0.521232	0.826502	0.833391	1.18078	0.876408	0.757417	0.697943	0.632643	0.681335	0.504662	1.46355	1.07286	1.14416	1.3647	1.34206	1.40868	1.84421	1.93213	1.67865	1.36685	0.962455	1.61571	1.56204	1.87556	0.903373	1.3983	1.21909	1.39215	1.46457	1.56872	0.946836	1.38339	1.25144	7.35862	2.26082	0.674729	0.851648	1.06979
1.37324	0.646998	0.538132	0.802712	0.2491	1.34791	0.343669	0.951624	0.605533	0.596981	0.854249	0.659086	0.550194	0.460407	0.489762	0.744768	0.747902	0.754597	0.680499	0.785928	0.60932	0.717633	1.65644	0.862513	0.86896	0.412042	0.379295	1.24718	1.00669	1.19515	0.781653	0.311078	0.605003	0.304552	4.90263	5.55842	0.109792	0.324153	0.378603	0.426331	1.29066	0.588346	0.798423	0.538645
2.84957	2.04487	1.93193	2.59497	2.15555	2.56185	0.758262	1.02498	4.56935	6.21315	1.55719	0.969331	0.626651	0.867075	0.914175	0.493229	2.07845	1.37609	1.92091	2.28896	1.89402	2.32047	2.22577	3.05685	2.05533	1.96335	1.15831	2.6056	2.3049	2.9686	2.03391	1.86763	2.13493	1.61227	1.92282	2.43251	1.53823	2.05007	1.76152	1.61668	3.57219	1.56376	1.28012	1.77681
-3.89857	-2.79173	-2.7144	-3.52413	-2.82353	-3.66596	-0.76071	-0.840479	-1.40427	-2.04435	-1.28703	-0.95713	-0.743863	-0.935515	-0.845722	-0.619949	-2.85687	-1.75178	-3.11244	-2.84791	-2.77777	-2.82212	-3.19039	-4.01673	-3.14478	-3.12827	-1.61006	-3.50363	-4.21089	-3.5167	-2.13214	-2.16449	-1.77945	-1.82408	-2.80068	-3.40217	-1.96193	-2.44979	-2.34277	-2.64229	-4.07413	-1.82501	-1.82767	-3.01029
-3.89857	-2.79173	-2.7144	-3.52413	-2.82353	-3.66596	-0.76071	-0.840479	-1.40427	-2.04435	-1.28703	-0.95713	-0.743863	-0.935515	-0.845722	-0.619949	-2.85687	-1.75178	-3.11244	-2.84791	-2.77777	-2.82212	-3.19039	-4.01673	-3.14478	-3.12827	-1.61006	-3.50363	-4.21089	-3.5167	-2.13214	-2.16449	-1.77945	-1.82408	-2.80068	-3.40217	-1.96193	-2.44979	-2.34277	-2.64229	-4.07413	-1.82501	-1.82767	-3.01029
