0	2.9518e+10	6.74078e+09	3.91627e+11	1.63994e+11	0	0	1.04965e+10	2.4198e+11	2.30289e+10	0	0	2.02956e+10	1.01819e+08	0
0	1.87364e+10	2.82726e+08	6.20326e+10	2.24097e+11	0	0	0	3.93974e+11	4.9117e+11	2.38348e+09	0	0	0	0
0	5.76451e+09	0	8.762e+10	1.58757e+10	0	0	1.07148e+10	1.06406e+10	1.72119e+10	0	0	3.95578e+09	0	0
0	7.23109e+09	0	3.85397e+10	2.61449e+10	0	0	0	3.55646e+10	3.82403e+10	6.29524e+08	0	9.43774e+09	0	3.71827e+09
0	2.97278e+09	0	4.3944e+10	1.92761e+10	0	0	4.54696e+09	1.61529e+10	5.3763e+10	0	0	1.60856e+09	0	0
0	2.1351e+09	1.85551e+09	5.29484e+10	1.34819e+10	0	0	3.70311e+09	1.84832e+10	1.67948e+10	0	0	6.17885e+08	0	0
2.45259e+12	0	0	0	0	0	1.12955e+11	5.17014e+09	0	0	1.51573e+10	0	5.75934e+09	0	5.95589e+09
0	5.39149e+08	0	1.83057e+10	3.18772e+09	0	0	1.22962e+08	1.41151e+09	4.7178e+09	0	0	0	4.23084e+06	0
1.22025e+09	6.63534e+06	1.871e+10	8.6786e+07	0	1.33224e+08	3.38247e+07	9.71514e+09	1.04148e+08	0	5.59541e+08	9.30238e+07	0	9.18451e+06	0
0	4.32248e+11	0	0	0	0	1.36818e+09	1.62222e+09	0	0	2.84237e+10	0	6.13422e+09	0	1.43805e+10
2.83624e+11	0	0	0	0	0	1.30824e+10	6.01433e+08	0	0	1.73712e+09	0	6.73687e+08	0	6.8415e+08
0	3.15901e+08	9.72027e+06	6.87584e+08	1.12125e+10	0	0	0	2.28682e+10	2.42633e+10	0	0	0	0	0
2.94629e+07	1.15769e+08	5.51247e+10	2.41967e+08	0	0	4.67477e+07	9.41514e+07	763486	0	1.69527e+09	0	0	0	0
0	0	0	0	0	0	785943	0	7.99001e+11	1.5629e+12	2.28064e+10	0	4.59599e+10	0	2.57041e+08
0	2.90223e+07	2.5958e+10	9.38391e+09	0	4.02958e+09	0	0	4.41498e+09	6.71404e+08	8.14885e+09	0	4.06934e+09	0	0
0	2.04484e+08	8.27381e+10	1.82171e+08	0	0	0	0	0	0	1.00316e+10	0	0	0	1.31178e+07
0	3.38124e+08	1.17228e+08	3.2893e+09	8.35565e+08	1.21481e+08	0	6.31142e+08	3.91876e+08	1.7129e+09	3.681e+07	5.01291e+07	0	4.03489e+07	3.11216e+08
0	1.96804e+08	0	0	0	3.23454e+07	1.06907e+09	4.6888e+08	2.08187e+08	0	1.58904e+07	5.2803e+07	3.45989e+08	1.85145e+07	2.05212e+08
1.44597e+06	2.8444e+07	0	3.52016e+07	1.27043e+07	1.8437e+09	0	3.63134e+08	0	0	2.9841e+07	0	7.55015e+07	3.81289e+07	1.20745e+09
1.38469e+06	1.25062e+08	1.37792e+07	1.52056e+07	0	5.65807e+07	1.15699e+07	4.82955e+08	0	0	802437	0	9.79161e+07	1.62009e+07	1.78425e+09
1.01476e+08	2.05632e+09	0	2.55278e+07	0	5.3539e+07	3.95884e+08	0	0	0	3.01173e+09	2.02202e+08	1.11096e+08	0	2.7373e+08
1.20548e+08	0	2.82153e+07	3.19913e+07	2.49944e+07	2.70757e+09	1.77412e+08	4.97205e+09	1.20076e+08	1.735e+07	1.50203e+08	1.43777e+08	6.26399e+08	0	0
0	3.76836e+07	0	2.35143e+09	2.81495e+08	0	0	0	9.2087e+07	3.05944e+08	0	0	0	2.20346e+06	0
1.48806e+09	1.03234e+09	6.5698e+06	0	3.29244e+07	0	1.58842e+08	3.99329e+08	0	3.36098e+08	3.16844e+08	2.99588e+07	1.31562e+08	9.35004e+07	3.76941e+08
0	5.0667e+08	1.08352e+09	0	0	0	0	2.40051e+08	0	0	4.81706e+08	8.87756e+08	0	0	2.04845e+07
0	0	0	0	0	0	0	1.7493e+10	0	0	2.94909e+07	6.12198e+10	0	0	0
5.84096e+06	1.38708e+08	0	7.06899e+06	9.79811e+06	2.49297e+08	0	5.51728e+07	8.43232e+06	0	7.53222e+07	0	0	1.10883e+06	7.73526e+08
2.17264e+07	2.44333e+08	0	0	6.0499e+06	3.00606e+07	0	2.32936e+08	3.06161e+07	0	0	1.63869e+08	9.37418e+06	0	4.23896e+08
2.65256e+08	3.21757e+06	8.11446e+07	104707	0	4.30294e+08	4.05661e+07	4.74974e+06	0	5.20654e+07	1.52832e+08	1.38491e+08	4.58715e+07	5.39398e+07	0
0	0	8.88496e+07	2.60376e+07	0	3.67792e+10	60574.6	2.17267e+09	5.8301e+08	6.70614e+07	1610.61	1.82548e+08	1.06885e+10	75672.3	16421.6
0	3.30017e+07	2.52254e+08	4.43104e+09	4.50493e+08	1.13779e+07	0	1.37033e+08	2.53351e+08	5.71706e+08	0	0	3.7094e+08	0	0
0	0	3.14443e+07	6.6963e+08	0	4.82716e+10	0	3.35655e+09	2.3282e+08	0	0	2.72072e+08	1.16992e+10	0	0
3.67265e+07	0	1.12653e+07	0	0	5.25018e+08	0	9.57098e+06	9.3006e+08	1.26998e+08	1.31888e+09	2.6283e+07	0	5.97134e+06	7.64971e+07
0	0	6.01431e+08	2.26983e+10	0	1.88672e+09	0	3.76175e+07	4.27201e+09	2.21378e+09	0	0	6.34771e+09	0	0
6.50038e+08	1.22892e+08	654684	0	0	6.46045e+06	4.03956e+08	2.04043e+09	6.12472e+06	0	1.8428e+08	8.36101e+06	0	3.77409e+07	1.9548e+07
0	0	4.89845e+07	0	0	0	2.59068e+08	0	0	0	2.87007e+09	0	0	0	2.25974e+07
1.08266e+08	4.88867e+07	1.52476e+08	2.17244e+07	0	2.99092e+07	9.24065e+07	4.49173e+07	2.94201e+07	2.64834e+07	4.89027e+08	3.67007e+07	9.84577e+06	1.17471e+07	0
0	0	7.16425e+09	3.14087e+08	0	3.58646e+09	4.97945e+07	4.4944e+08	0	0	2.62453e+08	0	5.13555e+08	0	2.44445e+07
0	0	0	0	0	0	0	8.93811e+09	0	0	0	2.29259e+10	0	0	0
0	0	1.03564e+10	3.36371e+07	0	0	4.74781e+07	0	0	0	0	0	0	0	0
0	0	1.26686e+10	0	0	0	6.7241e+06	0	5.16248e+06	0	4.59712e+08	0	0	0	6.24367e+07
3.14766e+06	0	8.73937e+06	109584	2.83138e+06	3.09264e+07	239286	3.7085e+06	0	0	1.30762e+07	1.0651e+07	2.4178e+07	0	1.17297e+09
0	0	2.50234e+07	2.70706e+08	0	2.86398e+10	0	1.95743e+09	1.71061e+08	1.30837e+06	0	1.48937e+08	7.08004e+09	0	0
769666	0	0	0	1.74716e+06	2.23943e+06	2.20893e+07	1.0909e+08	0	1.26456e+06	0	2.77968e+07	0	0	5.66875e+08
4.4816e+07	0	3.4287e+07	4.73033e+06	503013	2.27846e+09	5.08918e+06	3.72728e+08	3.5181e+07	3.77769e+06	1.5595e+07	1.0879e+08	4.65852e+08	2.55026e+06	0
0	0	2.22748e+08	2.52911e+07	0	0	0	0	0	0	1.23991e+09	0	0	0	0
0	4.23798e+07	5.07389e+07	2.77102e+07	1.04104e+08	0	1.09613e+08	0	1.04354e+09	5.87423e+08	6.06763e+07	2.30909e+08	3.65302e+08	4.45223e+07	5.15525e+07
0	4.44559e+06	5.00791e+06	0	0	4.86465e+06	0	5.38457e+07	408961	0	0	3.99243e+07	0	0	7.54641e+08
3.32626e+10	0	0	0	0	0	1.52805e+09	7.07894e+07	0	0	2.07621e+08	0	7.73579e+07	0	8.16065e+07
0	0	0	0	0	0	0	6.63532e+09	0	0	0	1.70739e+10	0	0	0
0	0	0	0	0	0	0	0	4.94929e+10	1.40304e+11	1.98428e+09	0	3.26128e+09	0	0
0	5.16864e+08	0	0	0	0	3.14476e+07	1.13379e+08	0	1.5843e+07	4.87141e+08	1.24577e+07	4.92487e+06	0	4.36414e+08
0	1.04916e+09	1.30909e+09	4.01539e+06	0	0	0	3.45303e+07	0	5.66302e+06	1.5783e+07	0	4.90793e+07	0	1.23773e+08
0	0	1.03909e+07	0	9.3962e+07	1.03264e+07	1.47616e+08	1.896e+06	9.39532e+06	4.62885e+06	0	0	0	0	4.53666e+07
610380	3.15635e+07	3.99118e+06	3.63609e+06	0	1.39288e+07	3.61946e+06	1.27643e+08	0	0	0	230261	2.00655e+07	4.16363e+06	4.30055e+08
0	2.47107e+08	0	0	0	0	2.09772e+07	0	1.70187e+08	5.73408e+08	6.27994e+08	2.62511e+07	0	0	0
1.79207e+08	2.29619e+07	4.65786e+06	2.79177e+07	321938	3.48831e+06	0	0	3.0858e+07	2.91244e+06	5.16237e+07	2.68498e+07	5.45753e+07	0	0
1.40769e+07	0	2.50794e+06	0	0	0	679110	1.27019e+07	0	0	1.50006e+06	4.00241e+07	0	0	7.01672e+08
1.00726e+08	5.70235e+07	0	0	0	4.44402e+07	0	2.4745e+09	4.99065e+07	1.64187e+08	8.83596e+07	6.92472e+06	0	9.05027e+06	0
0	0	0	0	0	0	4.50681e+08	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.12993e+07	1.72838e+07	3.63651e+08	0	0	0	4.00903e+06	7.1033e+07	0	0	3.03845e+08	0	0	0	0
0	0	1.02369e+09	0	1.19661e+08	0	0	0	1.23777e+09	0	3.03428e+08	0	0	0	0
0	0	2.20066e+09	3.42195e+09	0	2.78063e+08	0	2.27113e+08	5.3574e+08	2.85499e+08	3.14626e+08	0	1.21224e+08	0	0
0	0	0	0	0	5.3436e+07	1.28962e+08	0	6.39064e+08	0	8.57731e+06	46518.8	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1.24728e+08	0	0	0	2.13017e+08	0	0	0	9.74736e+08	0	0	0	8.34461e+07
0	3.22093e+07	1.51517e+07	0	0	3.2784e+06	0	7.83956e+07	716681	1.12112e+07	8.71178e+06	1.22262e+08	3.72001e+06	0	3.1266e+08
0	1.05545e+09	9.72936e+08	5.23406e+06	5.43672e+06	1.89998e+06	0	7.52807e+07	1.29394e+06	5.43698e+06	2.08028e+08	1.61362e+07	7.65056e+07	0	2.4976e+08
0	8.11493e+06	7.82022e+06	1.64199e+07	1.04366e+06	2.06155e+07	9.03896e+06	5.89706e+07	5.69851e+07	0	0	1.45318e+07	1.70467e+06	0	1.95755e+08
