0.548848	0.58111	0.348652	0.419627	0.473146	0.265812	0.268035	0.0991957	0.065142	0.101236	0.0139181	0.0817287	0.115204	0.0412435	0.10637	0.0977918	0.0834795	0.100507	0.191019	0.124884	0.439686	0.266482	0.108853	0.304379	0.346868	0.254504	0.309794	0.258332	0.220136	0.248696	0.422141	0.208488	0.147214	0.35658	0.224275	1.0338	0.330005	0.0547487	0.418584	0.288812	0.140854	0.278251	0.363734	0.271644	0.298874	0.519875	1.89079	0.245852	0.171304	0.37522	0.348739	0.30741	7.35641
2.10934	1.99025	1.32232	2.20157	2.1616	1.89845	1.32758	0.354707	0.412592	0.444352	0.379749	0.252359	0.315204	0.465486	0.329263	0.587319	0.413664	0.336677	0.466645	0.410743	1.74942	0.942756	7.18209	1.60103	1.6613	1.35709	1.18016	1.36719	1.2158	1.45091	1.67032	1.02765	0.736768	0.972504	0.684139	1.80459	1.28307	0.451617	1.59574	1.36375	0.821296	1.01301	1.13129	0.902904	0.993014	0.923424	0.711563	1.01734	0.707822	1.40047	1.77029	1.39282	0.297029
1.31692	0.93589	0.256749	3.04759	2.70949	3.79151	2.1573	0.206179	0.20493	0.247002	0.085758	0.0453375	0.161202	0.201477	0.184022	0.200253	0.193461	0.213767	0.235123	0.240764	0.969969	0.0371003	0.597439	1.29455	1.2157	3.36301	1.49964	3.19694	0.459189	3.6714	1.79017	0.858375	0.659879	0.483806	0.0662558	0.998554	0.474169	0.461961	1.18121	0.581965	0.0217991	0.170883	1.26008	0.370758	0.498306	0.777402	0.324174	1.09864	0.296292	0.677822	2.20932	1.06139	0.126062
-2.30149	-2.20346	-3.56752	-2.44409	-2.59606	-2.55352	-2.16017	-2.63961	-3.27774	-2.74807	-2.78901	-2.29583	-3.11974	-3.56636	-2.60313	-3.13534	-2.96059	-2.5651	-2.71106	-2.72235	-2.25419	-3.49392	-2.72242	-2.02134	-1.92393	-2.5649	-2.40128	-2.46683	-2.26678	-2.67931	-2.11701	-5.5353	-7.57376	-2.51101	-1.89593	-2.22243	-2.1142	-4.82465	-2.24276	-1.9474	-1.38686	-2.49989	-2.20674	-1.95582	-2.00633	-2.12072	-1.90968	-1.96905	-1.86619	-2.37692	-2.27185	-1.99996	-0.896246
2.38917	1.99075	2.01264	2.15099	2.25194	2.41473	2.38513	1.31292	1.71518	1.60433	6.61076	5.8069	2.19942	2.01532	1.41541	1.78079	1.74228	1.35771	1.49454	1.30073	2.59939	3.23161	2.16493	2.68767	2.80515	2.68351	2.13842	2.46421	1.95603	2.47961	2.79375	1.39626	1.15448	1.71291	0.972825	2.29577	2.18509	1.45206	2.99536	3.7828	1.51122	3.15091	2.72767	2.58713	2.60816	2.48128	2.48273	1.80216	1.94281	2.96119	3.61067	2.57604	0.842342
1.56811	1.55909	3.69657	1.5762	1.67362	1.53325	1.52786	1.08204	1.40335	1.27847	1.33878	1.20999	1.42189	1.50562	1.02758	1.46345	1.3585	1.15982	0.909717	1.14017	1.63724	0.356496	1.41546	1.37142	1.36224	1.69925	1.81722	1.68139	1.64241	1.80877	1.47175	2.22466	2.77139	2.18517	2.02347	1.47233	1.80177	7.98151	1.41823	1.49428	1.28557	2.05295	1.78364	1.41955	1.45908	1.52245	1.07946	1.57505	1.59279	1.99682	1.52816	1.3866	0.569692
-2.17357	-2.07383	-2.02708	-1.73354	-2.01735	-1.12717	-1.89597	-0.678722	-0.580837	-0.883278	-0.454739	-0.974269	-1.07889	-0.451694	-0.726343	-0.816102	-0.809274	-0.846908	-0.886902	-0.776671	-2.52542	-2.08376	-0.992902	-1.96993	-2.27124	-1.95167	-2.76075	-1.85792	-1.97952	-1.78674	-2.31323	-1.23885	-0.996113	-2.8652	-1.83779	-3.48298	-2.70797	-0.492045	-2.74567	-2.08036	-1.67146	-3.64762	-3.41136	-2.04504	-2.04347	-3.94014	-5.03447	-2.12512	-1.71866	-3.96108	-2.7195	-2.15191	-1.40794
-1.56619	-1.55182	-1.37839	-1.2615	-1.43164	-1.33613	-1.06329	-0.731109	-0.785267	-0.756162	-0.832927	-0.497878	-0.600002	-0.902059	-0.704763	-0.956669	-0.770787	-0.686025	-1.05247	-0.888887	-1.39752	-7.72027	-3.30974	-1.05468	-0.991793	-1.15108	-1.34736	-1.07696	-1.22715	-1.18019	-1.15235	-0.846733	-0.7834	-1.09969	-0.812079	-1.71101	-1.08592	-1.10525	-1.17123	-0.895418	-0.723173	-0.708314	-0.838835	-0.787788	-0.773684	-1.57818	-2.01605	-0.994045	-0.754696	-1.06027	-1.142	-0.992657	-0.932243
-0.577228	-0.565204	-0.70737	-0.747338	-0.752375	-0.724014	-0.594823	-2.47957	-3.8214	-2.57255	-2.90689	-2.41813	-3.70445	-4.24681	-2.39856	-2.78418	-3.03863	-2.27706	-1.03029	-1.77889	-0.610281	-0.768979	-0.670396	-0.684129	-0.668315	-0.797224	-0.610626	-0.758969	-0.603181	-0.790281	-0.687179	-0.558984	-0.407015	-0.825722	-0.20584	-0.553043	-0.494651	-0.33681	-0.788395	-0.838037	-0.299847	-1.52592	-0.75903	-0.670958	-0.689311	-0.51108	-0.589525	-0.50634	-0.688122	-0.743776	-0.785384	-0.641143	-0.228768
-1.4012	-1.29531	-1.65562	-1.32345	-1.43147	-1.379	-1.12536	-3.2532	-3.16424	-3.02897	-2.57931	-2.08422	-2.91068	-3.32887	-3.38957	-3.56873	-3.07563	-3.08688	-5.30223	-4.07977	-1.36622	-1.27786	-1.30311	-1.21266	-1.20671	-1.36233	-1.21751	-1.2635	-1.19393	-1.33228	-1.15058	-0.916757	-0.71624	-1.39806	-0.834715	-1.32071	-1.16419	-0.641248	-1.90824	-1.25869	-0.685025	-1.63274	-1.24125	-1.13514	-1.14304	-1.09949	-1.02578	-0.997498	-1.13203	-1.46032	-1.30551	-1.21253	-0.426066
