3.0129	1.91694	1.27434	2.97189	2.19966	3.53356	0.256562	0.24576	0.144167	0.357573	0.412373	0.318794	0.218123	0.251777	0.180528	0.201075	1.81564	-0.56803	1.00629	1.99319	1.17213	2.27848	0.895893	3.04599	1.96582	1.89261	0.608943	1.74581	2.32342	3.13236	1.3681	0.966485	0.856	1.13059	0.897618	1.22134	0.641918	0.568832	1.21079	-0.285775	2.22675	1.363	0.904318	-0.133597
-1.52978	-1.3807	-1.46722	-1.17564	-1.02439	-0.804698	0.830537	1.11239	0.68956	0.479145	0.862405	0.949637	0.716867	0.600463	0.854596	0.977318	-1.21877	-2.33938	-1.48544	-0.927219	-1.79472	-0.975569	-1.82565	-1.32857	-0.663779	-0.861215	-1.075	-1.97524	-0.345885	-1.02876	-0.874771	-1.59559	-0.578678	-1.00469	-0.364542	-0.502812	-1.46379	-2.25953	-1.67101	-0.204152	-1.96523	-0.737979	-0.841844	-2.59091
1.91541	0.899632	0.85534	0.871898	0.380715	1.38514	0.282781	0.751223	0.182068	0.125557	0.59253	0.475033	0.491	0.414081	0.45101	0.655231	1.16648	1.30688	1.90286	0.739645	1.06784	0.681356	2.68267	0.876784	0.769558	0.506648	0.661677	1.40919	1.31666	1.47362	0.642839	0.879354	0.494918	0.606996	4.66905	5.44702	0.553813	0.640615	0.825765	0.808294	1.21057	0.593102	1.04798	0.913742
-6.55344	-4.70202	-4.78268	-5.65304	-4.08331	-6.14487	-3.72124	-4.36142	-4.7635	-5.74686	-4.77427	-4.20491	-3.42754	-3.56248	-4.0632	-3.59858	-4.57797	-3.88507	-5.09222	-4.69514	-4.76516	-4.71333	-4.9152	-6.27487	-4.58591	-4.56885	-3.01189	-5.76052	-5.1298	-7.04954	-3.75291	-4.4936	-4.62404	-3.71535	-3.91674	-4.88082	-3.10674	-4.52146	-4.46092	-5.01799	-7.24624	-3.19625	-3.01558	-3.92357
-0.582136	-0.263254	-0.356683	-0.377909	-0.09929	-0.666667	-2.54171	-3.07726	-2.95577	-3.13095	-3.00214	-2.88315	-2.31367	-2.25226	-2.78229	-2.53808	-0.375959	-0.955604	-0.916268	-0.411809	-0.410183	-0.207221	-0.498116	-0.292656	-0.514621	-0.38392	-0.267258	-0.741264	-0.825005	-1.08379	-0.501228	-0.368205	-1.18066	-0.217959	-1.35634	-1.58272	-0.0797382	-0.487503	-0.251122	0.430706	-0.894444	-0.336934	-0.347113	-0.708168
-1.45401	-0.743004	-0.967892	-1.535	-0.949099	-1.82458	-0.410525	-0.454847	0.295138	0.578957	-0.319746	-0.44439	-0.35267	-0.385318	-0.410433	-0.562959	-0.582043	-2.55825	-6.05267	-0.358152	-0.339901	-0.436349	-0.589906	-0.785072	-0.47223	-0.418742	-0.0875278	-0.546488	-0.927201	-0.872042	-0.0604765	-0.158478	0.0993126	0.0719307	-0.286864	-0.470112	-0.119444	-0.30728	-0.283711	-0.5639	0.652672	-0.288184	-0.165349	-0.918614
0.665209	0.136434	-0.515654	0.141009	0.17933	0.509143	-0.00914294	-0.152283	0.154663	0.149027	-0.00296767	0.045143	0.152219	0.15547	0.092571	-0.188595	0.191576	0.742654	-0.334804	-0.344207	-0.0338416	-0.268085	-0.602867	-0.378066	-0.161878	-0.0740526	-0.219833	1.0016	0.322832	0.342625	-0.0792732	-0.443138	-0.203534	-0.267293	0.0549067	0.0933013	-0.0450778	0.825179	-0.161525	0.0306065	-0.340511	-0.196918	-0.349834	6.31441
-1.32287	-1.07208	-1.29048	-0.996057	-0.796233	-1.30787	-0.753546	-0.898828	0.149402	0.30329	-0.846645	-0.885241	-0.735913	-0.730264	-0.798711	-0.744125	-0.797789	-0.973241	-1.35751	-0.91114	-0.971676	-1.07713	-1.43094	-1.64756	-2.7646	-3.52422	-1.17023	-1.10622	-6.13459	-0.433871	-0.0966618	-1.09664	-0.339849	-0.45948	-0.826773	-1.11685	-0.4797	-0.258552	-1.03804	-0.757923	-0.749871	-0.307028	-0.405226	-1.14652
-4.24995	-2.69133	-2.41899	-3.1996	-2.31074	-3.76105	-0.603288	-0.821635	-1.08271	-1.50529	-1.06627	-0.771602	-0.664267	-0.726871	-0.704045	-0.662251	-2.77437	-1.84065	-2.79529	-2.50969	-2.57376	-2.60532	-2.94253	-3.46865	-2.38433	-2.3269	-1.54321	-3.19041	-3.18574	-4.09973	-2.04928	-2.36476	-1.85353	-1.94264	-3.22487	-3.96818	-1.67751	-2.13625	-2.39793	-1.78524	-3.79629	-1.8134	-1.77966	-1.68933
0.0980046	0.0105326	-0.250371	0.0910411	0.0903403	0.160291	0.0092308	-0.0573595	0.0800574	0.0611611	-0.0208643	0.0110534	-0.00956156	-0.0345417	-0.0513876	-0.119006	-0.00556428	0.0738408	0.0225595	-0.0439854	-0.0137052	-0.0502321	-0.184615	-0.021027	-0.115319	-0.0661421	-0.108715	0.156799	0.0123106	0.032683	0.0730652	-0.13714	-0.263467	-0.252587	-0.0530002	-0.0346551	-0.0576605	-0.00315698	-0.0492432	-6.68508	-0.120546	0.103922	-0.00817212	0.335752
