0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0.0198406	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	-0.00117417	0	0.0102759	0	0	0	0
0	0	0	0	-0.00528511	0	-0.00499709	0	0	0
0	0	0	0	0	0.0119933	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.00462469	0	0	0	0
0	0	0	-0.0139546	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-0.0124567	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	4.53182e-05	0	-0.00397702	-0.00303981	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.0140594	0	0
0	0	0	0	0	0.000123355	0	0	0	0
0	0	0	0	0	0	3.70385e-05	0	0	0
0	0	0	0	0	0	0	0	0	0
0	-0.00333964	0	0	0	0	0	0	0	0
0	0	0.0139236	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.00809588	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.0285712	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	-0.00287531	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	-0.024736	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-0.00939573
0	0	0	0	-0.00578617	0	0	0	0	0
0	0	0	-0.00211407	-0.00813531	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.0335761	0	0	0	0	0
0	0	0	0	0	0.000461773	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.00914388	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.0160993	0	0
0	0	0	0	-0.0391049	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0.0121175	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0.00590587	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	-0.00149583	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-0.00518126	0
0	0	0	0	-0.00850391	0	0	0	0	0
0	0	0	-0.0105782	0	0	0	0	0	0
0	0	0	0	-0.0162496	0	0	0	0	0
0	0	0	0	-0.0253552	0	0	0	0	0
