"V1" "V2"
"1" -29.3854088175821 -50.6574011540945
"2" -14.564149784649 -43.216206064363
"3" -28.4348373979451 -50.7799628740124
"4" -28.7554379818687 -49.476640480181
"5" -28.4018581459948 -49.6250174154271
"6" -28.5883257407141 -50.5641896947982
"7" 41.1313398300259 -33.5345810365773
"8" -28.0707590703714 -51.0929139765747
"9" 14.8584869507523 26.2530735604125
"10" 38.9619330446608 -10.2882935959765
"11" 41.1315445032723 -33.5331566577246
"12" -14.6464093344454 -43.0291530977232
"13" 12.683701405475 21.5658434053705
"14" 4.41713328895458 -49.4245503997792
"15" 11.0918729166173 12.9865442896279
"16" 10.4215788200613 22.8675622330923
"17" -28.1055664355559 -50.6582212975982
"18" -18.7577087372563 17.3584525823771
"19" 15.8593262326295 1.44067644186562
"20" 63.9501427067559 15.8169964005139
"21" -47.7585862139989 27.1182404885305
"22" -18.6081333728209 -20.0797294205373
"23" -27.9534805258781 -51.3450163450619
"24" 33.6909811024113 -20.3148606589247
"25" -5.9766431771322 30.4949692633241
"26" -14.2203331632229 36.3214353520334
"27" 51.548862487474 7.20379748621061
"28" 64.062811953474 11.1311291175559
"29" 15.8361814730693 -9.79124119764487
"30" 6.79542664466435 -1.17000869352965
"31" -27.2464751981148 -50.8455762469703
"32" 8.6007858407221 -1.24366955812019
"33" -55.0781849725231 14.3554370872561
"34" -20.9446818987848 -62.6117275224775
"35" 6.84055777880978 -20.4804638364879
"36" -46.4242342609299 17.6178357898896
"37" -55.5857409765536 25.0766776609751
"38" 14.3098756585946 9.52404563334755
"39" -11.0168571128495 39.453935738424
"40" 15.8350879674475 21.0294874531254
"41" 11.8654852581139 21.5599501136285
"42" 54.2860221765778 8.8810338347708
"43" 8.33616240023264 -1.23899198734041
"44" 58.528407196532 10.8907482303102
"45" 7.71442539782101 -2.48048125060841
"46" -51.6754723237774 20.4135986757632
"47" -17.5931059493139 -37.8451574981435
"48" 58.7344052555071 12.4637582833278
"49" 41.1313605114724 -33.5381587170258
"50" -11.0393702016818 39.507019879521
"51" 3.6256268713405 -49.2853307409598
"52" 37.1524827426561 5.36470772012868
"53" 27.0609822277913 8.65555629155761
"54" -22.0025227166884 17.7118678501796
"55" 63.9527525872181 15.8105818600654
"56" -55.4800331240775 4.24581113466967
"57" 36.755941937677 -26.1793302777118
"58" 54.6864563734106 7.42641496440801
"59" 2.16395887151363 -20.4177389276364
"60" -29.7686796269141 23.35907019368
"61" -7.04243855914427 12.5979556199319
"62" 26.1564900302301 18.0047311720896
"63" -47.9853928548048 -33.9582381491776
"64" -29.3052598074749 -65.5320637160388
"65" -47.1130302578837 -18.6818950310516
"66" -6.70116079192546 13.2560908963735
"67" -44.1136462484459 19.8674785492384
"68" 62.6095425028018 9.58810937108114
"69" 27.1807297227072 8.61225960008754
"70" 55.738265901801 16.102104131692
"71" 37.8872699041179 -9.38250451536781
"72" 17.3911083040434 21.0513912414536
"73" 55.6121877471342 8.33722116600319
"74" 59.1067483775886 7.23153187112493
"75" -16.5780554226317 34.5260695039031
"76" 37.4243476087003 -8.47401573223507
"77" 37.4648624021455 -29.4043440539899
"78" -26.6050833780374 -49.6711235202057
"79" 13.5514648353363 3.90839492713992
"80" -15.4631157558108 39.2935735588592
"81" 44.2568118951044 13.462835249114
"82" -30.4021089053354 -13.1863993733765
"83" 15.7979480603003 21.0216378419926
"84" 14.3202571180959 -1.8352156794543
"85" -48.2376358412809 17.323172740601
"86" 43.8400114635148 41.7418553307374
"87" 53.8636867451491 9.74161567977157
"88" 60.9185174440537 9.83355801345452
"89" 9.2698465017316 22.7317151801346
"90" -3.42145020015674 33.6364885779481
"91" 12.0676996649789 23.2466583392595
"92" 11.7527714959601 21.6435807638585
"93" 25.4787540349869 -38.5430118613203
"94" 52.6002260438706 8.44227076814955
"95" 53.9170433271369 11.0039326123091
"96" 55.7087470255298 7.6630446048711
"97" -19.0638610976617 -62.8246814093619
"98" 56.208017786218 9.72021656877089
"99" 12.6167380954932 21.4317123289864
"100" 54.3890558015822 11.4814898042555
"101" 14.5417181121996 19.6155407751105
"102" 58.0040215441795 11.7511327038618
"103" -12.4996492527376 -25.1276582698238
"104" 3.31675584878491 -23.8256291516803
"105" -24.224243910409 17.2891492542149
"106" 56.9853846905019 8.90884410033972
"107" -7.0109854975904 13.4225844959635
"108" 57.1856855237272 9.02607961171622
"109" 27.6587661521161 -39.4914851497241
"110" -12.3027292063888 -24.474466547637
"111" 33.3250933947228 -8.55840666435853
"112" 37.0079975792282 -9.21604540859238
"113" 15.5032239197155 18.6461522512723
"114" 16.279779446787 21.43017887524
"115" -7.43437144717704 12.9463485540058
"116" -4.96675439202284 -20.8106644583102
"117" -43.0636356471412 -33.3380807219071
"118" 53.0672066944992 11.1449160188225
"119" 45.0183560302319 -6.24741399213906
"120" 37.5282317271277 8.05629450712077
"121" 12.4902800891496 -1.79345557134236
"122" 39.1383132683538 -9.13988931535611
"123" -4.94433862972285 -10.8941008156564
"124" 52.9508255158735 13.174682383188
"125" 24.2264448279598 20.6411074715369
"126" -16.7023254966734 27.8640680135825
"127" 43.2867421085847 42.6166932219332
"128" -43.3270731242233 -7.96036106848685
"129" -57.4121883719735 25.5173994586385
"130" -50.5747131370836 16.244566418844
"131" -26.7093706101252 -56.5340900155293
"132" 62.8678666817416 11.8416283899676
"133" -8.73792373621036 -38.3866341018379
"134" 37.7368401061374 -8.92318836831648
"135" 43.4416370446962 37.7404166041962
"136" 53.8070924686304 12.3554631208811
"137" 3.17949113042413 0.226113418692969
"138" -51.4210949912672 6.80088945581489
"139" 13.1929683593193 3.85184572686828
"140" 56.0433400426918 7.30296234891779
"141" 41.8578901991941 11.1900768679591
"142" 8.37140880557929 2.71417699210836
"143" -23.9974094241209 -58.1595007409749
"144" 51.6763241717031 6.0549400691509
"145" 23.9044129854085 0.286047209085077
"146" -26.7016064895816 -56.5343475500324
"147" -18.9627289938621 -62.5436374723646
"148" -19.7119345055651 21.7728519131858
"149" 4.26826147443138 -49.4164586614032
"150" -26.8813020483624 -60.5024558616345
"151" 55.9383263818563 11.5600448290316
"152" -14.4028912087334 16.3894827407293
"153" 58.3903702331911 11.2046332257609
"154" 20.5123548537894 9.00089849445141
"155" -1.26618288689899 -17.1423566484807
"156" 57.6185381342518 13.0099312338684
"157" -7.22981139994506 12.6473564719686
"158" -20.7897738311905 -62.6060962405869
"159" 47.2384944283534 8.93763875445941
"160" 33.5084520367046 -19.7834017930388
"161" 4.40583567968281 -49.4356898662079
"162" 8.71975177090442 -2.34335664983977
"163" -50.4528278752806 16.4283569131389
"164" 23.2565896410548 19.6395246959321
"165" -0.931472206373997 -52.4468530812862
"166" 27.2266884460568 14.6219916447562
"167" 40.1439409585686 -28.5868103509574
"168" -7.4317336504927 12.9335416938234
"169" 23.6678772354258 19.5792438809837
"170" 12.3696831940953 -2.43548723905591
"171" 53.8496367857766 7.74939424192073
"172" -57.1745547873749 20.8047758473546
"173" 40.3609478026091 40.8089051562486
"174" -7.67755239373745 3.52083454357768
"175" 59.6558053853744 10.9139552366726
"176" -12.7896557416266 38.93424474862
"177" -52.8471036730962 17.4659277054362
"178" 54.936477221694 14.5094806896917
"179" 43.4640246301235 42.8270434189605
"180" 53.0672641297727 11.1450312601653
"181" 15.8307191579917 21.0321251245918
"182" 20.4597301504832 19.5717405384283
"183" 55.5685240137793 14.2067772542122
"184" -12.5284128885608 39.4301041713327
"185" 25.3516856754667 19.1661583893665
"186" -15.3085758174573 33.2907482903086
"187" -18.6008752051758 -20.102735703927
"188" 37.3477544825852 -5.52984594993891
"189" 23.5188166645161 19.6034798039413
"190" 55.3496328881183 8.25998980572384
"191" 25.1649125541556 15.6339984508307
"192" 24.1352548134097 18.5222768614626
"193" 33.4985898412281 -0.788603327118723
"194" 62.3679880294893 9.8496789136804
"195" -13.9711689946556 35.7670506525548
"196" -9.34660394650519 -19.3843968718279
"197" -13.8138502680607 36.4061581700444
"198" 10.6901180358377 -0.815791899782018
"199" 28.5276506620129 -38.4554862569671
"200" -56.3910515685021 25.4861430903095
"201" 43.2269727312928 42.0541747357669
"202" -59.3719811300538 19.6723273227712
"203" 25.6312613717906 19.0864457050451
"204" 55.3139886678018 15.2419374771992
"205" -19.0561397788593 -42.3961842087142
"206" -16.1491368631282 -31.0556896063802
"207" -48.8657741861673 17.2720068747856
"208" -29.9252104890536 22.9085318017106
"209" 47.1285131949274 9.21877684075726
"210" -13.188277247121 -40.7353474772254
"211" 57.5262796531654 11.9496113019101
"212" 35.9961984781909 -3.40023855290204
"213" 14.2920893768189 9.38730463732704
"214" 60.7730252289047 8.0896009616919
"215" 56.7039334122458 13.4317162203756
"216" -49.3997366706323 -25.9386163976201
"217" 55.8944170983766 12.4203766118964
"218" -53.0233099890499 2.58234217515963
"219" -50.1598198151159 28.8810951408952
"220" 45.5929640931905 44.1875520084072
"221" -58.4836466288336 21.1601551610615
"222" 29.6944770151498 -5.34961199869843
"223" 17.0896948176678 22.6448393549625
"224" 34.5338442576467 -8.90963048378074
"225" 59.7928657087735 11.0317926801383
"226" 36.4630500930628 -9.82703657928301
"227" -52.1838885166364 10.9022151630451
"228" 20.8976405983507 46.0639800186468
"229" -29.0334744084427 -62.8068695732001
"230" -24.1174237491506 -57.963001572223
"231" 3.49335921587309 60.421438976059
"232" -29.4875240916189 -34.2810355691883
"233" 5.84511329713643 -13.356531433213
"234" 54.9368159691735 7.65125685902411
"235" 10.7339710595453 22.3368298375102
"236" 55.766745181316 7.5661111603313
"237" 44.1709785218778 -7.57560397816298
"238" 38.3824089653863 39.5063281662764
"239" -28.954109132329 -61.1895288824336
"240" 11.197487009625 -43.370018040559
"241" -11.0608275534203 39.5430727567241
"242" 61.7842107243271 11.0332004238223
"243" 58.0233551706102 15.3087604580316
"244" 27.6427981387285 -39.2768061526182
"245" 8.56222567763212 -43.2827795906428
"246" 24.1450057939958 19.4651936275168
"247" 11.3409867355451 21.3892815912607
"248" 44.1498552381039 42.0317433048557
"249" 6.32413279211945 -0.87367338472744
"250" -29.9602739535894 24.048877355297
"251" 3.56120016992005 -0.425086903170937
"252" 14.824195189802 20.7601990318577
"253" -7.43255535539506 -18.6354678837782
"254" 1.32029553050844 -48.7377448272188
"255" 29.4254943566142 -36.1516805952882
"256" -7.11231693724145 -14.5182784907644
"257" 20.7834701914193 14.3201970828231
"258" 62.2217456810709 17.6656391497853
"259" 29.8142231363064 -38.3373093917724
"260" 14.2028949229356 -0.0566655386469579
"261" 38.8725178972343 -36.7199926771135
"262" 17.9946159929781 27.4519555019154
"263" -10.9670391069896 -42.4737848491264
"264" -14.6408906819294 36.293362523619
"265" 12.7315279142266 20.3859179186554
"266" 34.3913541104532 -25.9471529357734
"267" 8.93771387265772 22.5397298424986
"268" 19.8535960308707 43.3591834439761
"269" 56.1581934039887 12.3480539598814
"270" -11.9213511631793 27.5224393641373
"271" 24.6578715780712 19.5332677304695
"272" 33.9183974543112 -12.0807778573371
"273" 24.4149696992021 15.2320137369465
"274" 31.0706466502636 18.2013663868769
"275" 10.8908914346439 22.4829765310769
"276" 32.6703036111265 -5.55271793400933
"277" -13.3723698206814 38.6393273965204
"278" -33.7518805370241 -52.2326979632265
"279" 55.539917237893 8.44658002313858
"280" -23.6376731282853 -6.08521768380498
"281" 35.3249395647819 -6.46229971007979
"282" 5.96160171262114 -13.5391178194972
"283" -21.9289611671378 18.3773487005217
"284" 41.2386093380856 44.3893898611388
"285" -26.5119463226721 -62.6313349336806
"286" 12.3547869635351 -2.33271007288871
"287" 6.77066725595916 -1.18484715373459
"288" -46.2876792637285 -35.8078885618234
"289" -41.9190044737047 -29.3042281622836
"290" 40.743927999556 -24.9337380539076
"291" 49.8273450529394 -9.50958792255644
"292" -4.1521408168961 43.1930475416107
"293" 21.0890838266293 33.0682246906241
"294" -35.9187085203379 17.709008371193
"295" 14.2812903411134 43.8532102258336
"296" 58.6784531012688 7.38305817379866
"297" -50.4836321727983 16.7167098605927
"298" 29.4600559901128 -6.82860340144832
"299" -11.4169407638545 -18.4744840359642
"300" -14.4067802092652 16.3846900456057
"301" 40.087927386415 -34.8045648571387
"302" 43.7511118123276 -3.69468247271183
"303" 63.9586709301853 15.9370999567683
"304" 12.16704473083 -0.273098924665421
